"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange"
"KIO","KKR Income Opportunities Fund",14.37,"$219.22M",2013,NA,NA,"NYSE"
"KKD","Krispy Kreme Doughnuts, Inc.",15.95,"$1.01B",NA,"Consumer Non-Durables","Food Chains","NYSE"
"KKR","KKR & Co. L.P.",13.05,"$5.86B",NA,"Finance","Investment Managers","NYSE"
"KKR-PA","KKR & Co. L.P.",25.05,NA,NA,NA,NA,"NYSE"
"KMB","Kimberly-Clark Corporation",137.49,"$49.62B",NA,"Consumer Durables","Containers/Packaging","NYSE"
"KMF","Kayne Anderson Midstream Energy Fund, Inc",10.98,"$243.11M",2010,NA,NA,"NYSE"
"KMG","KMG Chemicals, Inc.",21.17,"$248.33M",NA,"Basic Industries","Major Chemicals","NYSE"
"KMI","Kinder Morgan, Inc.",17.94,"$40.03B",2011,"Public Utilities","Natural Gas Distribution","NYSE"
"KMI-PA","Kinder Morgan, Inc.",44.47,NA,NA,NA,NA,"NYSE"
"KMI.WS","Kinder Morgan, Inc.",NA,NA,NA,NA,NA,"NYSE"
"KMM","Scudder Multi-Market Income Trust",7.96,"$181.92M",NA,NA,NA,"NYSE"
"KMPA","Kemper Corporation",27,NA,2014,"Finance","Property-Casualty Insurers","NYSE"
"KMPR","Kemper Corporation",28.88,"$1.48B",NA,"Finance","Property-Casualty Insurers","NYSE"
"KMT","Kennametal Inc.",22.4,"$1.78B",NA,"Capital Goods","Industrial Machinery/Components","NYSE"
"KMX","CarMax Inc",50.98,"$9.98B",NA,"Consumer Durables","Automotive Aftermarket","NYSE"
"KN","Knowles Corporation",12.48,"$1.1B",2014,"Consumer Non-Durables","Consumer Electronics/Appliances","NYSE"
"KND","Kindred Healthcare, Inc.",12.59,"$1.06B",NA,"Health Care","Hospital/Nursing Management","NYSE"
"KNL","Knoll, Inc.",21.34,"$1.05B",2004,"Consumer Durables","Office Equipment/Supplies/Services","NYSE"
"KNOP","KNOT Offshore Partners LP",16.75,"$455.5M",2013,"Consumer Services","Marine Transportation","NYSE"
"KNX","Knight Transportation, Inc.",24.61,"$1.98B",NA,"Transportation","Trucking Freight/Courier Services","NYSE"
"KO","Coca-Cola Company (The)",46.87,"$202.92B",NA,"Consumer Non-Durables","Beverages (Production/Distribution)","NYSE"
"KODK","Eastman Kodak Company",10.48,"$440.97M",NA,"Miscellaneous","Industrial Machinery/Components","NYSE"
"KODK.WS","Eastman Kodak Company",NA,NA,NA,NA,NA,"NYSE"
"KODK.WS.A","Eastman Kodak Company",NA,NA,NA,NA,NA,"NYSE"
"KOF","Coca Cola Femsa S.A.B. de C.V.",81.18,"$16.83B",1993,"Consumer Non-Durables","Beverages (Production/Distribution)","NYSE"
"KOP","Koppers Holdings Inc.",21.94,"$451.02M",2006,"Basic Industries","Forest Products","NYSE"
"KORS","Michael Kors Holdings Limited",51.19,"$9.19B",2011,"Consumer Non-Durables","Apparel","NYSE"
"KOS","Kosmos Energy Ltd.",5.91,"$2.28B",2011,"Energy","Oil & Gas Production","NYSE"
"KR","Kroger Company (The)",37.99,"$36.56B",NA,"Consumer Services","Food Chains","NYSE"
"KRA","Kraton Performance Polymers, Inc",17.98,"$550.79M",2009,"Basic Industries","Major Chemicals","NYSE"
"KRC","Kilroy Realty Corporation",60.75,"$5.61B",1997,"Consumer Services","Real Estate Investment Trusts","NYSE"
"KRC-PG","Kilroy Realty Corporation",26.21,NA,NA,NA,NA,"NYSE"
"KRC-PH","Kilroy Realty Corporation",25.88,NA,NA,NA,NA,"NYSE"
"KRG","Kite Realty Group Trust",27.42,"$2.29B",2004,"Consumer Services","Real Estate Investment Trusts","NYSE"
"KRO","Kronos Worldwide Inc",5.85,"$677.9M",NA,"Basic Industries","Major Chemicals","NYSE"
"KS","KapStone Paper and Packaging Corporation",13.24,"$1.28B",NA,"Basic Industries","Paper","NYSE"
"KSM","Scudder Strategic Municiple Income Trust",13.9801,"$155.97M",1989,NA,NA,"NYSE"
"KSS","Kohl&#39;s Corporation",43.37,"$8.03B",1992,"Consumer Services","Department/Specialty Retail Stores","NYSE"
"KST","Scudder Strategic Income Trust",11.08,"$49.17M",1994,NA,NA,"NYSE"
"KSU","Kansas City Southern",87.87,"$9.53B",NA,"Transportation","Railroads","NYSE"
"KSU-P","Kansas City Southern",25.9,NA,NA,"Transportation","Railroads","NYSE"
"KT","KT Corporation",13.54,"$7.07B",NA,"Public Utilities","Telecommunications Equipment","NYSE"
"KTF","Scudder Municiple Income Trust",14.16,"$556.37M",1988,NA,NA,"NYSE"
"KTH","Lehman ABS Corporation",32.9608,NA,NA,"Finance","Finance: Consumer Services","NYSE"
"KTN","Lehman ABS Corporation",31.78,NA,NA,"Finance","Finance: Consumer Services","NYSE"
"KTP","Lehman ABS Corporation",19.1,NA,NA,"Finance","Finance: Consumer Services","NYSE"
"KW","Kennedy-Wilson Holdings Inc.",21.65,"$2.48B",NA,"Finance","Real Estate","NYSE"
"KWN","Kennedy-Wilson Holdings Inc.",25.7,NA,2012,"Finance","Real Estate","NYSE"
"KWR","Quaker Chemical Corporation",84.01,"$1.11B",NA,"Basic Industries","Major Chemicals","NYSE"
"KYE","Kayne Anderson Energy Total Return Fund, Inc.",7.77,"$280.31M",2005,NA,NA,"NYSE"
"KYN","Kayne Anderson MLP Investment Company",15.33,"$1.67B",2004,NA,NA,"NYSE"
"KYN-PF","Kayne Anderson MLP Investment Company",25.2725,NA,NA,NA,NA,"NYSE"
"KYN-PG","Kayne Anderson MLP Investment Company",25.8798,NA,NA,NA,NA,"NYSE"
"KYO","Kyocera Corporation",43.77,"$16.06B",NA,"Technology","Semiconductors","NYSE"
"L","Loews Corporation",37.92,"$12.85B",NA,"Finance","Property-Casualty Insurers","NYSE"
"LAD","Lithia Motors, Inc.",79.68,"$2.05B",NA,"Consumer Durables","Automotive Aftermarket","NYSE"
"LADR","Ladder Capital Corp",11.94,"$1.31B",2014,"Finance","Real Estate","NYSE"
"LAZ","Lazard Ltd.",34.71,"$4.5B",2005,"Finance","Investment Managers","NYSE"
"LB","L Brands, Inc.",80.5,"$23.11B",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NYSE"
"LBF","Scudder Global High Income Fund, Inc.",7.76,"$50.31M",NA,NA,NA,"NYSE"
"LC","LendingClub Corporation",7.94,"$3.03B",2014,"Miscellaneous","Business Services","NYSE"
"LCI","Lannett Co Inc",18.79,"$688.48M",NA,"Health Care","Major Pharmaceuticals","NYSE"
"LCM","Advent/Claymore Enhanced Growth & Income Fund",8.23,"$111.95M",2005,NA,NA,"NYSE"
"LDF","Latin American Discovery Fund, Inc. (The)",8.6365,"$58.97M",NA,NA,NA,"NYSE"
"LDL","Lydall, Inc.",34.23,"$585.86M",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"LDOS","Leidos Holdings, Inc.",50.96,"$3.68B",NA,"Technology","EDP Services","NYSE"
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc",23.36,"$673.48M",2012,NA,NA,"NYSE"
"LDR","Landauer, Inc.",32.02,"$306.81M",NA,"Capital Goods","Industrial Machinery/Components","NYSE"
"LEA","Lear Corporation",104.66,"$7.79B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"LEE","Lee Enterprises, Incorporated",1.7,"$94.4M",NA,"Consumer Services","Newspapers/Magazines","NYSE"
"LEG","Leggett & Platt, Incorporated",48.67,"$6.6B",NA,"Consumer Durables","Home Furnishings","NYSE"
"LEJU","Leju Holdings Limited",5.1,"$686.87M",2014,"Finance","Real Estate","NYSE"
"LEN","Lennar Corporation",47.59,"$10.06B",NA,"Basic Industries","Homebuilding","NYSE"
"LEN.B","Lennar Corporation",NA,NA,NA,"Basic Industries","Homebuilding","NYSE"
"LEO","Dreyfus Strategic Municipals, Inc.",9.15,"$565.92M",1987,NA,NA,"NYSE"
"LFC","China Life Insurance Company Limited",11.51,"$65.07B",2003,"Finance","Life Insurance","NYSE"
"LFL","LATAM Airlines Group S.A.",6.74,"$3.68B",NA,"Transportation","Air Freight/Delivery Services","NYSE"
"LG","Laclede Group, Inc.",66.5,"$2.89B",NA,"Public Utilities","Oil/Gas Transmission","NYSE"
"LGF","Lions Gate Entertainment Corporation",20.2,"$3.03B",NA,"Consumer Services","Movies/Entertainment","NYSE"
"LGI","Lazard Global Total Return and Income Fund",12.2501,"$117.67M",2004,NA,NA,"NYSE"
"LH","Laboratory Corporation of America Holdings",118.52,"$12.05B",NA,"Health Care","Medical Specialities","NYSE"
"LHO","LaSalle Hotel Properties",23.82,"$2.69B",1998,"Consumer Services","Real Estate Investment Trusts","NYSE"
"LHO-PH","LaSalle Hotel Properties",25.2,NA,NA,NA,NA,"NYSE"
"LHO-PI","LaSalle Hotel Properties",25.29,NA,NA,NA,NA,"NYSE"
"LII","Lennox International, Inc.",139.59,"$6.24B",1999,"Capital Goods","Industrial Machinery/Components","NYSE"
"LITB","LightInTheBox Holding Co., Ltd.",2.36,"$114.01M",2013,"Consumer Services","Catalog/Specialty Distribution","NYSE"
"LL","Lumber Liquidators Holdings, Inc",13.76,"$372.74M",2007,"Consumer Services","RETAIL: Building Materials","NYSE"
"LLL","L-3 Communications Holdings, Inc.",119.41,"$9.29B",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NYSE"
"LLY","Eli Lilly and Company",74.39,"$82.28B",NA,"Health Care","Major Pharmaceuticals","NYSE"
"LM","Legg Mason, Inc.",31.37,"$3.38B",NA,"Finance","Investment Managers","NYSE"
"LMHA","Legg Mason, Inc.",25.28,NA,2016,NA,NA,"NYSE"
"LMT","Lockheed Martin Corporation",226.3,"$69.13B",NA,"Capital Goods","Military/Government/Technical","NYSE"
"LNC","Lincoln National Corporation",37.52,"$9.04B",NA,"Finance","Life Insurance","NYSE"
"LNC.WS","Lincoln National Corporation",NA,NA,NA,NA,NA,"NYSE"
"LND","Brasilagro Cia Brasileira De Propriedades Agricolas",3.1899,"$185.74M",NA,"Consumer Non-Durables","Farming/Seeds/Milling","NYSE"
"LNKD","LinkedIn Corporation",108.44,"$14.32B",2011,"Technology","Computer Software: Programming, Data Processing","NYSE"
"LNN","Lindsay Corporation",67.78,"$730.19M",NA,"Capital Goods","Industrial Machinery/Components","NYSE"
"LNT","Alliant Energy Corporation",73.77,"$8.37B",NA,"Public Utilities","Power Generation","NYSE"
"LOCK","LifeLock, Inc.",12.16,"$1.12B",2012,"Technology","EDP Services","NYSE"
"LOR","Lazard World Dividend & Income Fund, Inc.",8.84,"$60.82M",2005,NA,NA,"NYSE"
"LOW","Lowe&#39;s Companies, Inc.",75.03,"$67.33B",NA,"Consumer Services","RETAIL: Building Materials","NYSE"
"LPG","Dorian LPG Ltd.",9.04,"$517.32M",2014,"Transportation","Marine Transportation","NYSE"
"LPI","Laredo Petroleum, Inc.",8.68,"$1.86B",2011,"Energy","Oil & Gas Production","NYSE"
"LPL","LG Display Co., Ltd.",11.89,"$8.51B",2004,"Capital Goods","Industrial Machinery/Components","NYSE"
"LPT","Liberty Property Trust",33.78,"$4.94B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE"
"LPX","Louisiana-Pacific Corporation",17.83,"$2.55B",NA,"Basic Industries","Forest Products","NYSE"
"LQ","La Quinta Holdings Inc.",12.12,"$1.51B",2014,"Consumer Services","Hotels/Resorts","NYSE"
"LRN","K12 Inc",9.76,"$380.68M",NA,"Consumer Services","Other Consumer Services","NYSE"
"LTC","LTC Properties, Inc.",45.74,"$1.72B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE"
"LUB","Luby&#39;s, Inc.",4.8,"$138.36M",NA,"Consumer Services","Restaurants","NYSE"
"LUK","Leucadia National Corporation",15.42,"$5.59B",NA,"Consumer Non-Durables","Meat/Poultry/Fish","NYSE"
"LUV","Southwest Airlines Company",44.5,"$28.39B",NA,"Transportation","Air Freight/Delivery Services","NYSE"
"LUX","Luxottica Group, S.p.A.",54.99,"$26.59B",1990,"Health Care","Ophthalmic Goods","NYSE"
"LVLT","Level 3 Communications, Inc.",51.83,"$18.5B",2011,"Public Utilities","Telecommunications Equipment","NYSE"
"LVS","Las Vegas Sands Corp.",49.48,"$39.32B",2004,"Consumer Services","Hotels/Resorts","NYSE"
"LXFR","Luxfer Holdings PLC",10.84,"$291.78M",2012,"Basic Industries","Major Chemicals","NYSE"
"LXFT","Luxoft Holding, Inc.",52.97,"$1.74B",2013,"Technology","EDP Services","NYSE"
"LXK","Lexmark International, Inc.",33.11,"$2.05B",1995,"Technology","Computer Manufacturing","NYSE"
"LXP","Lexington Realty Trust",8.58,"$2.02B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE"
"LXP-PC","Lexington Realty Trust",49,NA,NA,NA,NA,"NYSE"
"LXU","Lsb Industries Inc.",12.57,"$295.03M",NA,"Basic Industries","Major Chemicals","NYSE"
"LYB","LyondellBasell Industries NV",83.87,"$36.25B",NA,"Basic Industries","Major Chemicals","NYSE"
"LYG","Lloyds Banking Group Plc",3.75,"$66.99B",NA,"Finance","Commercial Banks","NYSE"
"LYV","Live Nation Entertainment, Inc.",21.29,"$4.31B",NA,"Consumer Services","Services-Misc. Amusement & Recreation","NYSE"
"LZB","La-Z-Boy Incorporated",25.81,"$1.29B",NA,"Consumer Durables","Home Furnishings","NYSE"
"M","Macy&#39;s Inc",39.68,"$12.32B",NA,"Consumer Services","Department/Specialty Retail Stores","NYSE"
"MA","Mastercard Incorporated",93.79,"$104B",2006,"Miscellaneous","Business Services","NYSE"
"MAA","Mid-America Apartment Communities, Inc.",102.74,"$7.75B",1994,"Consumer Services","Real Estate Investment Trusts","NYSE"
"MAC","Macerich Company (The)",79.35,"$11.84B",1994,"Consumer Services","Real Estate Investment Trusts","NYSE"
"MAIN","Main Street Capital Corporation",30.75,"$1.55B",2007,NA,NA,"NYSE"
"MAN","ManpowerGroup",79.63,"$5.76B",NA,"Technology","Professional Services","NYSE"
"MANU","Manchester United Ltd.",13.79,"$2.26B",2012,"Consumer Services","Services-Misc. Amusement & Recreation","NYSE"
"MAS","Masco Corporation",31.73,"$10.6B",NA,"Basic Industries","Forest Products","NYSE"
"MATX","Matson, Inc.",36.2,"$1.57B",NA,"Consumer Services","Marine Transportation","NYSE"
"MAV","Pioneer Municipal High Income Advantage Trust",14.0101,"$332.37M",NA,NA,NA,"NYSE"
"MBI","MBIA, Inc.",7.7,"$1.05B",1987,"Finance","Property-Casualty Insurers","NYSE"
"MBLY","Mobileye N.V.",37.49,"$8.12B",2014,"Technology","Computer Software: Prepackaged Software","NYSE"
"MBT","Mobile TeleSystems OJSC",8.56,"$8.51B",NA,"Public Utilities","Telecommunications Equipment","NYSE"
"MC","Moelis & Company",26.9,"$1.39B",2014,"Finance","Investment Managers","NYSE"
"MCA","Blackrock MuniYield California Insured Fund, Inc.",16.26,"$558.71M",1992,NA,NA,"NYSE"
"MCC","Medley Capital Corporation",6.6,"$368.58M",2011,NA,NA,"NYSE"
"MCD","McDonald&#39;s Corporation",127.96,"$115.37B",NA,"Consumer Services","Restaurants","NYSE"
"MCI","Babson Capital Corporate Investors",17.16,"$333.41M",NA,NA,NA,"NYSE"
"MCK","McKesson Corporation",162.2,"$37.08B",NA,"Health Care","Other Pharmaceuticals","NYSE"
"MCN","Madison Covered Call & Equity Strategy Fund",7.29,NA,2004,NA,NA,"NYSE"
"MCO","Moody&#39;s Corporation",93.31,"$18.19B",NA,"Finance","Finance: Consumer Services","NYSE"
"MCQ","Medley Capital Corporation",24.95,NA,NA,NA,NA,"NYSE"
"MCR","MFS Charter Income Trust",8.1,"$444.59M",1989,NA,NA,"NYSE"
"MCRN","Milacron Holdings Corp.",16.04,"$1.08B",2015,"Technology","Industrial Machinery/Components","NYSE"
"MCS","Marcus Corporation (The)",18.47,"$506.78M",NA,"Consumer Services","Movies/Entertainment","NYSE"
"MCV","Medley Capital Corporation",23.65,NA,NA,NA,NA,"NYSE"
"MCX","Medley Capital Corporation",24.3,NA,2015,NA,NA,"NYSE"
"MCY","Mercury General Corporation",52.99,"$2.92B",NA,"Finance","Property-Casualty Insurers","NYSE"
"MD","Mednax, Inc",63.77,"$5.98B",NA,"Health Care","Hospital/Nursing Management","NYSE"
"MDC","M.D.C. Holdings, Inc.",24.99,"$1.22B",NA,"Capital Goods","Homebuilding","NYSE"
"MDLY","Medley Management Inc.",5.47,"$159.24M",2014,"Finance","Investment Managers","NYSE"
"MDP","Meredith Corporation",45.31,"$2.02B",NA,"Consumer Services","Newspapers/Magazines","NYSE"
"MDR","McDermott International, Inc.",3.82,"$913.07M",NA,"Capital Goods","Metal Fabrications","NYSE"
"MDT","Medtronic plc",76.37,"$137.55B",NA,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NYSE"
"MDU","MDU Resources Group, Inc.",19.11,"$3.73B",NA,"Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","NYSE"
"MED","MEDIFAST INC",30.03,"$355.4M",NA,"Consumer Non-Durables","Packaged Foods","NYSE"
"MEG","Media General, Inc.",16.6,"$2.14B",NA,"Consumer Services","Broadcasting","NYSE"
"MEI","Methode Electronics, Inc.",28.1,"$1.04B",NA,"Capital Goods","Electrical Products","NYSE"
"MEN","Blackrock MuniEnhanced Fund, Inc.",12.55,"$370.11M",1989,NA,NA,"NYSE"
"MEP","Midcoast Energy Partners, L.P.",4.85,"$219.32M",2013,"Public Utilities","Oil & Gas Production","NYSE"
"MER-PK","Merrill Lynch & Co., Inc.",25.55,NA,NA,NA,NA,"NYSE"
"MER-PM","Merrill Lynch & Co., Inc.",25.69,NA,NA,NA,NA,"NYSE"
"MER-PP","Merrill Lynch & Co., Inc.",25.85,NA,NA,NA,NA,"NYSE"
"MET","MetLife, Inc.",41.89,"$45.94B",2000,"Finance","Life Insurance","NYSE"
"MET-PA","MetLife, Inc.",25.05,NA,NA,NA,NA,"NYSE"
"MFA","MFA Financial, Inc.",6.86,"$2.55B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE"
"MFA-PB","MFA Financial, Inc.",24.75,NA,NA,NA,NA,"NYSE"
"MFC","Manulife Financial Corp",13.25,"$26.13B",NA,"Finance","Life Insurance","NYSE"
"MFCB","MFC Bancorp Ltd.",1.88,"$118.71M",NA,"Consumer Durables","Steel/Iron Ore","NYSE"
"MFD","Macquarie/First Trust Global",12.19,"$104.02M",2004,NA,NA,"NYSE"
"MFG","Mizuho Financial Group, Inc.",2.84,"$35.31B",NA,"Finance","Major Banks","NYSE"
"MFL","Blackrock MuniHoldings Investment Quality Fund",15.27,"$576.62M",1997,NA,NA,"NYSE"
"MFM","MFS Municipal Income Trust",7.23,"$297.79M",1986,NA,NA,"NYSE"
"MFO","MFA Financial, Inc.",25.6301,NA,NA,"Consumer Services","Real Estate Investment Trusts","NYSE"
"MFS","Manitowoc Food Service, Inc.",15.02,"$2.06B",2016,"Technology","Industrial Machinery/Components","NYSE"
"MFT","Blackrock MuniYield Investment QualityFund",14.73,"$124.72M",1992,NA,NA,"NYSE"
"MFV","MFS Special Value Trust",5.31,"$37.43M",NA,NA,NA,"NYSE"
"MG","Mistras Group Inc",24.33,"$702.91M",2009,"Consumer Services","Military/Government/Technical","NYSE"
"MGA","Magna International, Inc.",39.76,"$16.01B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"MGF","MFS Government Markets Income Trust",5.38,"$175.39M",1987,NA,NA,"NYSE"
"MGM","MGM Resorts International",22.39,"$12.65B",NA,"Consumer Services","Hotels/Resorts","NYSE"
"MGR","Affiliated Managers Group, Inc.",26.01,NA,2012,"Finance","Investment Managers","NYSE"
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.",19.64,"$244.88M",2005,NA,NA,"NYSE"
"MH-PA","Maiden Holdings, Ltd.",25.9701,NA,NA,NA,NA,"NYSE"
"MH-PC","Maiden Holdings, Ltd.",24,NA,NA,NA,NA,"NYSE"
"MHD","Blackrock MuniHoldings Fund, Inc.",18.23,"$256.75M",1997,NA,NA,"NYSE"
"MHF","Western Asset Municipal High Income Fund, Inc.",8.25,"$178.2M",1988,NA,NA,"NYSE"
"MHFI","McGraw Hill Financial, Inc.",97.23,"$25.8B",NA,"Finance","Finance: Consumer Services","NYSE"
"MHG","Marine Harvest ASA",16.28,"$7.33B",NA,NA,NA,"NYSE"
"MHI","Pioneer Municipal High Income Trust",14.07,"$319.93M",2003,NA,NA,"NYSE"
"MHK","Mohawk Industries, Inc.",193.92,"$14.34B",NA,"Consumer Durables","Home Furnishings","NYSE"
"MHN","Blackrock MuniHoldings New York Quality Fund, Inc.",15.12,"$469.19M",1997,NA,NA,"NYSE"
"MHNA","Maiden Holdings, Ltd.",25.2441,NA,NA,"Finance","Property-Casualty Insurers","NYSE"
"MHNB","Maiden Holdings, Ltd.",26.06,NA,2012,"Finance","Property-Casualty Insurers","NYSE"
"MHNC","Maiden Holdings, Ltd.",26.6792,NA,2013,"Finance","Property-Casualty Insurers","NYSE"
"MHO","M/I Homes, Inc.",18.78,"$463.02M",1993,"Capital Goods","Homebuilding","NYSE"
"MHO-PA","M/I Homes, Inc.",25.02,NA,NA,NA,NA,"NYSE"
"MHY","Western Asset Managed High Income Fund, Inc.",4.42,"$208.64M",1993,NA,NA,"NYSE"
"MIC","Macquarie Infrastructure Company",66.68,"$5.34B",2004,"Energy","Oil Refining/Marketing","NYSE"
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",7.96,"$213.76M",2013,NA,NA,"NYSE"
"MIN","MFS Intermediate Income Trust",4.59,"$541.28M",1988,NA,NA,"NYSE"
"MITT","AG Mortgage Investment Trust, Inc.",12.84,"$363.22M",2011,NA,NA,"NYSE"
"MITT-PA","AG Mortgage Investment Trust, Inc.",24.57,NA,NA,NA,NA,"NYSE"
"MITT-PB","AG Mortgage Investment Trust, Inc.",22.89,NA,NA,NA,NA,"NYSE"
"MIXT","MiX Telematics Limited",3.84,"$115.95M",2013,"Technology","Computer Software: Prepackaged Software","NYSE"
"MIY","Blackrock MuniYield Michigan Quality Fund, Inc.",14.84,"$270.37M",1992,NA,NA,"NYSE"
"MJN","Mead Johnson Nutrition Company",84.57,"$15.77B",2009,"Consumer Non-Durables","Packaged Foods","NYSE"
"MKC","McCormick & Company, Incorporated",100.03,"$12.7B",NA,"Consumer Non-Durables","Packaged Foods","NYSE"
"MKC.V","McCormick & Company, Incorporated",NA,NA,NA,"Consumer Non-Durables","Packaged Foods","NYSE"
"MKL","Markel Corporation",887.22,"$12.39B",1986,"Finance","Property-Casualty Insurers","NYSE"
"MLI","Mueller Industries, Inc.",29.14,"$1.67B",NA,"Capital Goods","Metal Fabrications","NYSE"
"MLM","Martin Marietta Materials, Inc.",166.18,"$10.69B",1994,"Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","NYSE"
"MLP","Maui Land & Pineapple Company, Inc.",5.71,"$107.94M",NA,"Finance","Real Estate","NYSE"
"MLR","Miller Industries, Inc.",19.91,"$225.89M",NA,"Capital Goods","Construction/Ag Equipment/Trucks","NYSE"
"MMC","Marsh & McLennan Companies, Inc.",60.51,"$31.54B",NA,"Finance","Specialty Insurers","NYSE"
"MMD","MainStay DefinedTerm Municipal Opportunities Fund",19.86,"$547.24M",2012,NA,NA,"NYSE"
"MMI","Marcus & Millichap, Inc.",23.8,"$894.13M",2013,"Finance","Real Estate","NYSE"
"MMM","3M Company",166.63,"$100.82B",NA,"Health Care","Medical/Dental Instruments","NYSE"
"MMP","Magellan Midstream Partners L.P.",65.75,"$14.98B",NA,"Energy","Natural Gas Distribution","NYSE"
"MMS","Maximus, Inc.",47.42,"$3.08B",1997,"Miscellaneous","Business Services","NYSE"
"MMT","MFS Multimarket Income Trust",5.81,"$455.38M",1987,NA,NA,"NYSE"
"MMU","Western Asset Managed Municipals Fund, Inc.",15.07,"$645.36M",1992,NA,NA,"NYSE"
"MN","Manning & Napier, Inc.",7.36,"$108.46M",2011,"Finance","Investment Managers","NYSE"
"MNE","Blackrock Muni New York Intermediate Duration Fund Inc",15.29,"$64.32M",2003,NA,NA,"NYSE"
"MNI","McClatchy Company (The)",1.13,"$89.2M",1988,"Consumer Services","Newspapers/Magazines","NYSE"
"MNK","Mallinckrodt plc",63.29,"$7.08B",2013,"Health Care","Major Pharmaceuticals","NYSE"
"MNP","Western Asset Municipal Partners Fund, Inc.",16.9,"$164.25M",1993,NA,NA,"NYSE"
"MNR","Monmouth Real Estate Investment Corporation",11.75,"$756.11M",NA,"Consumer Services","Real Estate Investment Trusts","NYSE"
"MNR-PA","Monmouth Real Estate Investment Corporation",25.96,NA,NA,NA,NA,"NYSE"
"MNR-PB","Monmouth Real Estate Investment Corporation",26.14,NA,NA,NA,NA,"NYSE"
"MO","Altria Group",63.8,"$124.92B",NA,"Consumer Non-Durables","Farming/Seeds/Milling","NYSE"
"MOD","Modine Manufacturing Company",10.27,"$492.38M",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"MODN","Model N, Inc.",10.57,"$285.88M",2013,"Technology","Computer Software: Programming, Data Processing","NYSE"
"MOG.A","Moog Inc.",NA,NA,NA,NA,NA,"NYSE"
"MOG.B","Moog Inc.",NA,NA,NA,NA,NA,"NYSE"
"MOH","Molina Healthcare Inc",62.79,"$3.53B",2003,"Health Care","Medical Specialities","NYSE"
"MON","Monsanto Company",86.63,"$38.15B",NA,"Basic Industries","Agricultural Chemicals","NYSE"
"MORE","Monogram Residential Trust, Inc.",9.82,"$1.64B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE"
"MOS","Mosaic Company (The)",24.96,"$8.8B",NA,"Basic Industries","Agricultural Chemicals","NYSE"
"MOV","Movado Group Inc.",26.76,"$613.93M",NA,"Consumer Non-Durables","Consumer Specialties","NYSE"
"MP-PD","Mississippi Power Company",26.08,NA,NA,NA,NA,"NYSE"
"MPA","Blackrock MuniYield Pennsylvania Quality Fund",15.33,"$176.3M",1992,NA,NA,"NYSE"
"MPC","Marathon Petroleum Corporation",38.7,"$20.48B",NA,"Energy","Integrated oil Companies","NYSE"
"MPG","Metaldyne Performance Group Inc.",15.22,"$1.04B",2014,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"MPLX","MPLX LP",28.99,"$8.83B",2012,"Energy","Natural Gas Distribution","NYSE"
"MPSX","Multi Packaging Solutions International Limited",15.52,"$1.2B",2015,"Consumer Durables","Containers/Packaging","NYSE"
"MPV","Babson Capital Participation Investors",14.3,"$146.71M",1988,"Consumer Services","Miscellaneous","NYSE"
"MPW","Medical Properties Trust, Inc.",13.13,"$3.12B",2005,"Consumer Services","Real Estate Investment Trusts","NYSE"
"MPX","Marine Products Corporation",7.37,"$282.82M",NA,"Capital Goods","Marine Transportation","NYSE"
"MQT","Blackrock MuniYield Quality Fund II, Inc.",14.13,"$318.21M",1992,NA,NA,"NYSE"
"MQY","Blackrock MuniYield Quality Fund, Inc.",16.35,"$500.12M",1992,NA,NA,"NYSE"
"MRC","MRC Global Inc.",13.34,"$1.35B",2012,"Capital Goods","Industrial Machinery/Components","NYSE"
"MRIN","Marin Software Incorporated",2.98,"$112.94M",2013,"Technology","EDP Services","NYSE"
"MRK","Merck & Company, Inc.",55.36,"$153.64B",NA,"Health Care","Major Pharmaceuticals","NYSE"
"MRO","Marathon Oil Corporation",11.78,"$7.97B",NA,"Energy","Oil & Gas Production","NYSE"
"MS","Morgan Stanley",23.75,"$46.52B",NA,"Finance","Investment Bankers/Brokers/Service","NYSE"
"MS-PA","Morgan Stanley",20.24,NA,NA,NA,NA,"NYSE"
"MS-PE","Morgan Stanley",28.15,NA,NA,NA,NA,"NYSE"
"MS-PF","Morgan Stanley",26.84,NA,NA,NA,NA,"NYSE"
"MS-PG","Morgan Stanley",26.56,NA,NA,NA,NA,"NYSE"
